实习职位,实习薪资,工作地点,实习天数,实习月份
运维助理,100-150/天,成都,5天/周,4个月
运营实习生,150-200/天,北京,5天/周,4个月
网站编辑,50-100/天,南京,4天/周,7个月
编辑实习生,100-150/天,上海,4天/周,4个月
实施工程师,150-200/天,成都,5天/周,5个月
脚本实习生,100-150/天,福州,5天/周,4个月
建筑学实习生,100-150/天,北京,3天/周,4个月
研发工程师java,200-250/天,杭州,5天/周,2个月
新媒体推广（实习）,100-150/天,上海,4天/周,6个月
web研发实习生,150-200/天,北京,4天/周,4个月
微信公众号内容编辑实习生,150-200/天,北京,5天/周,7个月
产品设计实习生,100-150/天,上海,3天/周,5个月
文字处理实习生,100-150/天,上海,1天/周,10个月
网络推广实习生,100-150/天,广州,3天/周,4个月
视频拍摄及后期制作,150-200/天,上海,3天/周,10个月
多媒体运维实习生,面议,北京,5天/周,4个月
电商助理/编辑实习生,50-100/天,广州,5天/周,9个月
新媒体运营,100-150/天,北京,5天/周,4个月
运营支持（2020届实习生）,100-150/天,南京,4天/周,5个月
实习设计师,100-150/天,上海,5天/周,12个月
产品实习生,150-200/天,南京,4天/周,7个月
产品项目实习生（苏州）,150-200/天,苏州,5天/周,4个月
OA系统开发运维,50-100/天,武汉,5天/周,10个月
IT技术支持实习生,100-150/天,北京,4天/周,9个月
京东运营专员,100-150/天,广州,6天/周,4个月
网站运营实习生,100-150/天,北京,3天/周,7个月
运营管理实习生,100-150/天,上海,4天/周,10个月
数据产品(BI方向),150-200/天,广州,5天/周,6个月
业务分析助理,150-200/天,上海,5天/周,10个月
内容编辑实习生,100-150/天,广州,3天/周,4个月
Java实习生,100-150/天,广州,5天/周,4个月
游戏服务器开发,150-200/天,北京,4天/周,4个月
平台运营专员,100-150/天,北京,4天/周,3个月
机器人算法实习生,面议,北京,5天/周,7个月
视觉设计实习生,150-200/天,北京,4天/周,4个月
客户运营专员,100-150/天,北京,3天/周,6个月
H5开发工程师,50-100/天,苏州,5天/周,4个月
实习OpenGL研发工程师,100-150/天,上海,4天/周,5个月
医学电子书编辑,100-150/天,北京,1天/周,4个月
Project Management Intern - SH,150-200/天,上海,3天/周,7个月
手艺人助理,150-200/天,广州,1天/周,3个月
Ruby intern,面议,上海,5天/周,12个月
内容运营实习生,100-150/天,上海,4天/周,9个月
新媒体运营实习生,150-200/天,上海,5天/周,4个月
微信小程序开发实习,150-200/天,北京,5天/周,10个月
测试开发工程师 （19届补招）,500-800/天,杭州,5天/周,7个月
用户运营实习生,100-150/天,北京,4天/周,4个月
页面设计师,120-150/天,上海,5天/周,4个月
新媒体推广助理,1-50/天,上海,3天/周,4个月
优化实习生,100-200/天,郑州,5天/周,3个月
短视频运营实习生,100-150/天,北京,5天/周,4个月
室内设计/平面设计,100-150/天,上海,5天/周,10个月
产品经理实习生S0313,200-250/天,北京,5天/周,3个月
平台内容运营,100-150/天,上海,5天/周,4个月
电商推广实习生,100-150/天,武汉,5天/周,4个月
潮流时尚编辑,150-200/天,上海,5天/周,4个月
新媒体运营实习生,100-150/天,成都,3天/周,8个月
硬件实习生,50-100/天,成都,4天/周,10个月
iOS开发实习生,面议,北京,3天/周,4个月
网站推广专员,100-150/天,武汉,5天/周,11个月
数据标注实习生,150-200/天,北京,5天/周,4个月
运营编辑实习生,100-150/天,北京,4天/周,5个月
运营实习（日韩剧方向）,100-150/天,深圳,5天/周,9个月
汽车实习编辑,100-150/天,石家庄,4天/周,4个月
新媒体运营实习生,100-150/天,上海,3天/周,6个月
发行运营实习生,250-300/天,上海,4天/周,4个月
设计师,100-150/天,"武汉,上海",5天/周,3个月
计算机图书材料编辑实习生,200-250/天,北京,5天/周,4个月
TTS数据实习生（中文）,130-150/天,南京,4天/周,4个月
数据处理与数据挖掘工程师,200-250/天,上海,5天/周,9个月
无线通讯开发工程师,250-300/天,北京,5天/周,10个月
视觉设计方向实习生,100-150/天,北京,4天/周,5个月
公众号策划与编辑,50-100/天,广州,5天/周,13个月
英语翻译实习生,100-150/天,上海,3天/周,10个月
内容编辑实习生,100-150/天,北京,5天/周,4个月
营销编辑,100-150/天,北京,3天/周,4个月
JAVA实习生,100-150/天,济南,3天/周,7个月
运营实习生,100-150/天,成都,5天/周,12个月
php技术总监,300-400/天,郑州,1天/周,4个月
技术支持工程实习生,150-200/天,上海,5天/周,8个月
理工类实习编辑,100-150/天,北京,5天/周,4个月
产品助理,100-150/天,上海,5天/周,8个月
办公室助理实习生,50-100/天,广州,3天/周,9个月
标图实习生,100-150/天,南昌,5天/周,10个月
java后端开发工程师（19届补招）,500-800/天,杭州,5天/周,7个月
现场开发工程师,100-150/天,西安,5天/周,4个月
门店运营专员,150-200/天,上海,5天/周,4个月
抖音视频编辑实习生,250-300/天,上海,5天/周,5个月
视觉设计师,100-150/天,上海,3天/周,7个月
APP开发工程师（实习生）,200-250/天,南京,3天/周,7个月
新媒体运营专员,150-200/天,北京,3天/周,4个月
文案策划实习生,100-150/天,北京,4天/周,10个月
UI设计师,100-150/天,北京,5天/周,4个月
算法工程师,150-200/天,上海,3天/周,10个月
软件设计,250-300/天,广州,5天/周,10个月
UE设计实习生,250-300/天,上海,5天/周,5个月
社群运营实习生,150-200/天,上海,4天/周,10个月
3D动画师,100-150/天,上海,3天/周,5个月
早教运营实习生,100-150/天,杭州,5天/周,7个月
Andorid开发实习,150-200/天,北京,5天/周,4个月
平面设计助理实习,100-150/天,重庆,5天/周,7个月
证券从业编辑实习生,100-150/天,北京,2天/周,4个月
Python实习生-百度视频,150-200/天,北京,5天/周,6个月
商家客服实习生,50-100/天,杭州,3天/周,4个月
新媒体运营（摄影方向）,100-150/天,广州,5天/周,5个月
ps抠图员,面议,萍乡,3天/周,6个月
社群运营,100-150/天,广州,5天/周,4个月
数据实习生（业务,50-100/天,广州,4天/周,5个月
设计助理实习生,100-150/天,成都,4天/周,4个月
实习算法工程师,面议,上海,4天/周,5个月
评论审核员,100-150/天,"西安,北京",5天/周,5个月
前端工程师,150-200/天,北京,4天/周,5个月
SEO实习生,50-100/天,广州,5天/周,4个月
语音社区用户增长负责人-中东,400-500/天,广州,5天/周,4个月
初级嵌入式软件工程师,100-150/天,北京,5天/周,4个月
实习微信小程序开发工程师,100-150/天,上海,5天/周,9个月
设计师助理/实习生,100-150/天,北京,4天/周,6个月
UI工程师,100-150/天,成都,5天/周,4个月
后期制作实习生,面议,深圳,5天/周,6个月
数据分析（python）实习生,150-200/天,常州,3天/周,4个月
AI前端开发实习生 (MJ000198),200-250/天,上海,4天/周,6个月
自动化测试工程师,200-250/天,北京,5天/周,7个月
电商运营实习生,80-120/天,北京,4天/周,3个月
UI实习生,100-150/天,杭州,5天/周,12个月
ios开发实习生,150-300/天,北京,5天/周,3个月
自动化测试开发实习生,100-150/天,上海,5天/周,4个月
平面设计实习生,100-150/天,上海,4天/周,4个月
类目运营助理,100-150/天,杭州,5天/周,4个月
服务器后端开发工程师,150-300/天,广州,3天/周,6个月
公会运营实习生（一件电商） (MJ001715),面议,广州,5天/周,4个月
社群运营实习生,面议,武汉,6天/周,4个月
项目经理实习助理,150-200/天,杭州,4天/周,7个月
新媒体运营,150-200/天,北京,6天/周,12个月
新媒体运营,50-100/天,长沙,5天/周,8个月
测试运维工程师实习生,200-250/天,北京,4天/周,5个月
特效设计实习生,100-150/天,深圳,4天/周,4个月
岗前游戏动画师,100-150/天,成都,5天/周,6个月
运营实习生,150-200/天,北京,3天/周,4个月
图片编辑,150-200/天,北京,5天/周,4个月
VxWorks平台下的数字地图研究,200-250/天,成都,5天/周,8个月
iOS开发实习生（互金）,150-200/天,杭州,5天/周,5个月
UI助理/实习生,100-150/天,重庆,5天/周,5个月
现场开发工程师,150-200/天,西安,5天/周,4个月
公众号运营专员,100-150/天,上海,3天/周,10个月
产品运营实习生（2020届）,100-150/天,广州,5天/周,7个月
图像处理识别算法工程师（实习生,200-250/天,苏州,4天/周,4个月
系统管理岗（19年应届生）,100-150/天,广州,5天/周,4个月
电商推广,100-150/天,成都,5天/周,4个月
济南市场运营实习生,100-150/天,济南,1天/周,4个月
运营实习生,100-150/天,上海,5天/周,4个月
软件开发实习生,250-300/天,上海,4天/周,7个月
文案策划实习生,100-150/天,杭州,5天/周,4个月
大数据开发实习生（西安）,100-150/天,西安,5天/周,7个月
产品运营实习（用户运营/活动策划）,100-150/天,深圳,4天/周,3个月
新媒体商业化实习生,100-150/天,上海,4天/周,3个月
测试实习工程师,250-300/天,上海,5天/周,8个月
用户体验设计专员,150-200/天,上海,3天/周,5个月
信息管理部（运维岗）实习生,面议,成都,5天/周,4个月
资源工程师（OCR方向）,50-100/天,合肥,5天/周,5个月
C/C++语言辅导老师,100-150/天,佛山,5天/周,4个月
Software Development-Inten,100-150/天,上海,3天/周,7个月
C/C++语言辅导老师,150-200/天,东莞,5天/周,4个月
运营实习生,100-150/天,上海,3天/周,4个月
系统维护员（总部实习生,100-150/天,成都,4天/周,10个月
手游c++开发,200-250/天,广州,5天/周,4个月
用户运营实习生（一件电商） (MJ001794),面议,广州,3天/周,4个月
审核运营专员,100-120/天,承德,5天/周,4个月
产品助理,50-100/天,杭州,4天/周,4个月
运营实习生,1-50/天,广州,5天/周,9个月
室内设计助理,100-150/天,杭州,4天/周,6个月
编辑助理-视频剪辑,100-150/天,北京,6天/周,4个月
传播学编辑实习生,100-150/天,北京,3天/周,4个月
微课动画制作师,100-150/天,广州,3天/周,4个月
内容运营,150-200/天,北京,2天/周,4个月
信息管理部（文案岗）实习生,面议,成都,5天/周,4个月
新媒体运营编辑实习生,200-250/天,北京,5天/周,4个月
AtoS Trainee Program 校招2019_.NET开发工程师 [北京],100-150/天,北京,5天/周,4个月
文职视频审核,100-150/天,武汉,5天/周,12个月
淘宝运营实习生,100-150/天,广州,5天/周,4个月
微信编辑实习生,100-150/天,广州,3天/周,4个月
U3D学习实训,1-2/天,北京,5天/周,4个月
电子书视频制作,100-150/天,武汉,2天/周,4个月
活动运营实习生,100-150/天,北京,4天/周,11个月
英文实习生,150-200/天,北京,5天/周,5个月
IT运维管培实习生,100-150/天,上海,4天/周,4个月
新浪微博运营,150-200/天,北京,5天/周,4个月
新媒体运营实习-百度视频,100-150/天,北京,5天/周,6个月
大众集团算法实习生,150-200/天,北京,4天/周,4个月
分布式并行软件开发及算法性能优化助理研究员(2019应届博),50-100/天,北京,3天/周,6个月
运营实习生（保健品方向）,面议,北京,5天/周,10个月
拜尔斯道夫2019暑期实习生-E-Commerce -Trade Marketing,100-150/天,上海,5天/周,3个月
结构设计工程师,400-500/天,北京,5天/周,4个月
测试实习生,100-150/天,成都,5天/周,4个月
创投信息运营实习生,150-200/天,天津,3天/周,4个月
Technician实习生（成衣技术）,100-150/天,上海,3天/周,4个月
软件开发实习生,150-200/天,深圳,5天/周,4个月
运营实习生,100-150/天,北京,5天/周,4个月
网络运营推广实习生,100-150/天,常州,3天/周,4个月
管理培训生,50-100/天,珠海,5天/周,9个月
Web前端实习生,100-150/天,重庆,5天/周,6个月
二次元策划实习生,150-200/天,北京,5天/周,3个月
商品专员,100-150/天,广州,5天/周,11个月
平面设计,100-150/天,广州,3天/周,7个月
开发实习生,150-200/天,北京,4天/周,5个月
科研助理,100-150/天,成都,3天/周,9个月
用户运营岗Q,100-150/天,北京,5天/周,4个月
平面设计实习生,100-150/天,北京,3天/周,5个月
社群运营实习生,100-150/天,北京,4天/周,4个月
用户运营实习生,100-150/天,杭州,5天/周,4个月
新媒体运营实习生,100-150/天,重庆,3天/周,4个月
linux运维工程师,150-200/天,济南,5天/周,4个月
新媒体运营实习生,100-150/天,上海,3天/周,4个月
运营实习生（偏产品运营）,150-200/天,北京,5天/周,3个月
广告产品运营实习生-百度视频,100-150/天,北京,5天/周,6个月
网页设计实习生,100-150/天,上海,4天/周,5个月
产品用户增长,150-200/天,上海,4天/周,4个月
移动客服,100-150/天,广州,5天/周,4个月
SSD Firmware Automation Engineer,200-250/天,上海,3天/周,6个月
运营助理,100-150/天,广州,5天/周,4个月
应用识别测试实习生,100-150/天,福州,3天/周,4个月
海外广告设计实习生,100-150/天,广州,3天/周,5个月
前端开发实习生,200-300/天,北京,4天/周,5个月
海外运营实习生（直播团队）,50-100/天,广州,3天/周,4个月
机械工程师助理,面议,北京,4天/周,10个月
视觉设计师实习生,100-150/天,上海,3天/周,7个月
感知算法辅助实习生,150-200/天,北京,4天/周,6个月
测试工程师,100-150/天,杭州,5天/周,5个月
市场推广,150-200/天,上海,4天/周,4个月
新闻编辑专员,80-90/天,西安,5天/周,3个月
平面设计实习生,150-200/天,上海,5天/周,4个月
Android实习生,100-150/天,重庆,4天/周,5个月
长视频运营-百度视频,100-150/天,北京,4天/周,6个月
用户研究实习生,100-150/天,广州,3天/周,4个月
视频录制实习,50-100/天,佛山,5天/周,11个月
互联网收集实习生,300-400/天,北京,5天/周,9个月
人力实习生,50-100/天,北京,4天/周,3个月
